wkt_geom,OBJECTID,stop_UID,stop_agenc,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_t,parent_sta,wheelchair,intersecti,stop_place
Point (6278469.64438055455684662 1866038.23280297219753265),502,MTS_10831,MTS,10831,Comstock St & Linda Vista Rd,32.78332022,-117.1714343,10831,0,,1,N-W/B,comstk
Point (6279020.6455751359462738 1841486.23564723134040833),503,MTS_10833,MTS,10833,Broadway & Kettner Bl,32.71585722,-117.1689376,10833,0,broket,1,N-W/B,broket
Point (6279277.64473305642604828 1853901.23411114513874054),504,MTS_10834,MTS,10834,Washington St & Dove St,32.74998364,-117.1684576,10834,0,,1,N-W/B,wasdov
Point (6279535.64552938938140869 1841462.23569522798061371),505,MTS_10836,MTS,10836,Broadway & Columbia St,32.71580373,-117.1672626,10836,0,,1,N-W/B,
Point (6280134.6433471292257309 1879705.23138755559921265),506,MTS_10837,MTS,10837,Balboa Av & Charger Bl,32.82092165,-117.166408,10837,0,,1,M-Street-W/B,balcha
Point (6280056.64481547474861145 1853903.23443523049354553),507,MTS_10838,MTS,10838,Washington St & Albatross St,32.75000797,-117.1659242,10838,0,,1,N-W/B,
Point (6279949.44555480778217316 1841467.43581606447696686),508,MTS_10839,MTS,10839,Broadway & Union St,32.71582801,-117.1659175,10839,0,,1,N-W/B,brouni
Point (6280640.64528788626194 1841471.23600530624389648),509,MTS_10840,MTS,10840,Broadway & 1st Av,32.71585513,-117.1636705,10840,0,,1,N-W/B,bro1st
Point (6281498.64521230757236481 1841440.23606730997562408),510,MTS_10841,MTS,10841,Broadway & 4th Av,32.71579056,-117.1608803,10841,0,,1,N-W/B,bro4th
Point (6282056.64540863037109375 1839903.23618856072425842),511,MTS_10846,MTS,10846,Market St & 6th Av,32.7115798,-117.1590227,10846,0,,0,N-W/B,
Point (6282460.64460062980651855 1853324.23428089916706085),512,MTS_10847,MTS,10847,University Av & 7th Av,32.74847449,-117.1580894,10847,0,,1,N-W/B,uni7th
Point (6282659.64551496505737305 1839915.23583647608757019),513,MTS_10848,MTS,10848,Market St & 8th Av,32.71162721,-117.1570628,10848,0,,0,N-W/B,
Point (6282900.64339254796504974 1870254.23224498331546783),514,MTS_10850,MTS,10850,Vista Hill Av & Health Center Dr,32.79501387,-117.1571374,10850,0,,1,N-W/B,
Point (6283052.64440087974071503 1853326.23427689075469971),515,MTS_10852,MTS,10852,University Av & 9th Av,32.74849414,-117.1561641,10852,0,,1,N-W/B,
Point (6282590.64302830398082733 1880042.2313697338104248),516,MTS_10853,MTS,10853,Balboa Av & Terry Bennett Drwy,32.82190689,-117.1584236,10853,0,,1,M-Street-W/B,
Point (6283188.64347271621227264 1869493.23245464265346527),517,MTS_10854,MTS,10854,Starling Dr & Health Center Dr,32.79292929,-117.1561788,10854,0,,1,N-W/B,
Point (6283237.64534321427345276 1839909.23617656528949738),518,MTS_10856,MTS,10856,Market St & 10th Av,32.71162453,-117.1551836,10856,0,,0,N-W/B,
Point (6283571.64533138275146484 1839914.2361665666103363),519,MTS_10858,MTS,10858,Market St & Park Bl,32.71164624,-117.154098,10858,0,marpar,1,F-W/B,marpar
Point (6284056.64403329789638519 1860594.23384848237037659),521,MTS_10860,MTS,10860,Camino De La Reina & Mission Center Rd,32.76849279,-117.1531036,10860,0,,1,N-W/B,
Point (6284618.64422163367271423 1853378.23482906818389893),522,MTS_10862,MTS,10862,University Av & Richmond St,32.74867435,-117.1510726,10862,0,,1,N-W/B,
Point (6284781.64487989246845245 1841432.23608331382274628),523,MTS_10863,MTS,10863,Broadway & 15th St,32.71584694,-117.1502071,10863,0,,1,N-W/B,15bro
Point (6285160.64412188529968262 1853309.23463897407054901),524,MTS_10865,MTS,10865,University Av & Normal St,32.74849758,-117.149308,10865,0,,1,N-W/B,
Point (6285089.64492005109786987 1839898.23652663826942444),525,MTS_10866,MTS,10866,Market St & 16th St,32.71163834,-117.1491628,10866,0,,1,N-W/B,16-Mar
Point (6285583.64491629600524902 1837049.23631913959980011),526,MTS_10868,MTS,10868,Logan Av & Sigsbee St,32.70382011,-117.1474771,10868,0,,1,N-W/B,
Point (6285877.64301596581935883 1875582.232087641954422),527,MTS_10869,MTS,10869,Aero Dr & Aero Ct,32.80972767,-117.1475998,10869,0,,2,N-W/B,aeraer
Point (6285887.64496447145938873 1837976.23676173388957977),529,MTS_10871,MTS,10871,Imperial Av & 19th St,32.70637498,-117.1465149,10871,0,,1,N-W/B,
Point (6286178.64471055567264557 1841429.2360893040895462),530,MTS_10873,MTS,10873,Broadway & 20th St,32.71587176,-117.1456654,10873,0,,1,N-W/B,
Point (6286444.6448347270488739 1837973.23643964529037476),531,MTS_10874,MTS,10874,Imperial Av & 21st St,32.70637988,-117.1447042,10874,0,,1,N-W/B,
Point (6286472.64510680735111237 1836304.23682489991188049),532,MTS_10876,MTS,10876,Logan Av & Cesar Chavez Pkwy,32.70179362,-117.1445666,10876,0,,1,F-W/B,logces
Point (6286633.6431443840265274 1868373.23272614181041718),533,MTS_10877,MTS,10877,Murray Ridge Rd & Mission Center Rd,32.78993296,-117.144938,10877,0,,0,N-W/B,
Point (6286737.64457680284976959 1841427.23609331250190735),534,MTS_10878,MTS,10878,Broadway & 22nd St,32.71587945,-117.143848,10878,0,,1,N-W/B,
Point (6286912.64357063174247742 1861515.23364689946174622),535,MTS_10879,MTS,10879,Camino De La Reina & Camino Del Este,32.77109162,-117.1438389,10879,0,,1,N-W/B,
Point (6286877.64298446476459503 1875596.23205964267253876),536,MTS_10880,MTS,10880,Aero Dr & Glen H Curtis Rd,32.80978977,-117.1443457,10880,0,,1,N-W/B,
Point (6287196.64464305341243744 1837984.23641765117645264),537,MTS_10882,MTS,10882,Imperial Av & 24th St,32.70642783,-117.14226,10882,0,,1,N-W/B,
Point (6287159.64504513144493103 1835731.23698663711547852),538,MTS_10884,MTS,10884,Logan Av & I-5 Ramp,32.70023502,-117.1423176,10884,0,,1,N-W/B,
Point (6287374.64428704977035522 1853310.23496505618095398),539,MTS_10885,MTS,10885,University Av & Alabama St,32.7485526,-117.1421077,10885,0,,1,N-W/B,
Point (6287906.64486347138881683 1837981.23675172030925751),540,MTS_10889,MTS,10889,Imperial Av & 25th St,32.70643626,-117.139952,10889,0,,1,N-W/B,imp25
Point (6288055.64456546306610107 1837495.23673947155475616),541,MTS_10890,MTS,10890,Ocean View Bl & Commercial St,32.70510407,-117.1394541,10890,0,,0,N-W/B,25tro
Point (6288064.64389130473136902 1853299.23465897142887115),542,MTS_10892,MTS,10892,University Av & Louisiana St,32.74853858,-117.1398633,10892,0,,1,N-W/B,
Point (6288350.6449597179889679 1837252.23689739406108856),543,MTS_10893,MTS,10893,Ocean View Bl & Dewey St,32.70444315,-117.1384885,10893,0,,0,N-W/B,
Point (6288487.6437014639377594 1855813.23455223441123962),544,MTS_10894,MTS,10894,El Cajon Bl & Texas St,32.75545775,-117.1385573,10894,0,,1,N-W/B,
Point (6288513.64463372528553009 1834176.23681581020355225),545,MTS_10895,MTS,10895,National Av & 26th St,32.69599317,-117.1378735,10895,0,,1,N-W/B,
Point (6288512.64463572204113007 1837983.23641964793205261),546,MTS_10896,MTS,10896,Imperial Av & 26th St,32.70645596,-117.1379821,10896,0,,1,N-W/B,
Point (6288523.64461371302604675 1839907.23650863766670227),547,MTS_10897,MTS,10897,Market St & 26th St,32.71174396,-117.1379996,10897,0,,1,N-W/B,
Point (6288891.64387771487236023 1853296.23499305546283722),548,MTS_10899,MTS,10899,University Av & Arizona St,32.7485497,-117.1371737,10899,0,,1,N-W/B,
Point (6289014.64330363273620605 1858540.23401947319507599),549,MTS_10900,MTS,10900,Adams Av & Arizona St,32.76296473,-117.1369187,10900,0,,1,N-W/B,
Point (6289150.64500012993812561 1833036.23745539784431458),550,MTS_10902,MTS,10902,Main St & 27th St,32.69287499,-117.1357716,10902,0,,1,N-W/B,
Point (6289217.64453805983066559 1839902.23651865124702454),551,MTS_10903,MTS,10903,Market St & 27th St,32.71174644,-117.1357434,10903,0,,1,N-W/B,
Point (6289195.64458204805850983 1841803.23632556200027466),552,MTS_10904,MTS,10904,C St & 27th St,32.71697047,-117.1358674,10904,0,,1,N-W/B,
Point (6289370.64456014335155487 1836392.2369769811630249),553,MTS_10907,MTS,10907,Ocean View Bl & Sampson St,32.70210345,-117.1351492,10907,0,,0,N-W/B,
Point (6289578.64381605386734009 1853290.23467697203159332),554,MTS_10909,MTS,10909,University Av & Oregon St,32.74854926,-117.1349393,10909,0,,1,N-W/B,
Point (6289812.64498847723007202 1834174.23714789748191833),555,MTS_10910,MTS,10910,National Av & 28th St,32.696018,-117.1336514,10910,0,,1,N-W/B,
Point (6289828.64430029690265656 1837979.23675572872161865),556,MTS_10911,MTS,10911,Imperial Av & 28th St,32.70647569,-117.1337042,10911,0,,1,N-W/B,
Point (6289811.64466238021850586 1836077.23695081472396851),557,MTS_10912,MTS,10912,Ocean View Bl & 28th St,32.70124801,-117.133707,10912,0,,0,N-W/B,
Point (6289893.64482647180557251 1833043.23711331188678741),558,MTS_10913,MTS,10913,Main St & 28th St,32.69291155,-117.1333569,10913,0,,1,N-W/B,main28
Point (6289890.64417630434036255 1839903.23651663959026337),559,MTS_10914,MTS,10914,Market St & 28th St,32.71176488,-117.1335556,10914,0,,1,N-W/B,
Point (6290366.64355239272117615 1853287.23501105606555939),560,MTS_10915,MTS,10915,University Av & Utah St,32.74855937,-117.1323764,10915,0,,1,N-W/B,
Point (6290492.64461271464824677 1836078.23694881796836853),561,MTS_10918,MTS,10918,Ocean View Bl & 29th St,32.7012666,-117.1314935,10918,0,,0,N-W/B,
Point (6290771.6420862227678299 1880156.23179788887500763),562,MTS_10921,MTS,10921,Balboa Av & Ponderosa Av,32.82241323,-117.1317983,10921,0,,1,N-W/B,balpon
Point (6290836.64458088576793671 1839910.23650264739990234),563,MTS_10923,MTS,10923,Market St & 30th St,32.71180612,-117.1304805,10923,0,,1,N-W/B,mark30
Point (6291172.64358080923557281 1850595.23514573276042938),564,MTS_10924,MTS,10924,Upas St & 30th St,32.74117963,-117.1296813,10924,0,,1,N-W/B,
Point (6291154.64427296817302704 1836074.23695680499076843),565,MTS_10925,MTS,10925,Ocean View Bl & 30th St,32.70127097,-117.1293416,10925,0,,0,N-W/B,
Point (6291161.64425897598266602 1837974.23676572740077972),566,MTS_10926,MTS,10926,Imperial Av & 30th St,32.70649292,-117.1293709,10926,0,,1,N-W/B,
Point (6291140.64462904632091522 1833035.23745739459991455),567,MTS_10927,MTS,10927,Main St & 30th St,32.69291853,-117.1293038,10927,0,,1,N-W/B,
Point (6291512.64257271587848663 1875652.23227572441101074),568,MTS_10928,MTS,10928,Aero Dr & Ruffin Rd,32.81005202,-117.1292628,10928,0,,1,M-Street-W/B,
Point (6292255.64305521547794342 1858702.23435164988040924),569,MTS_10933,MTS,10933,Adams Av & W Mountain View Dr,32.76348527,-117.1263811,10933,0,,1,N-W/B,
Point (6292268.64335730671882629 1853279.23502705991268158),570,MTS_10934,MTS,10934,University Av & Iowa St,32.74858146,-117.1261905,10934,0,,1,N-W/B,
Point (6292332.64421355724334717 1839894.23686273396015167),571,MTS_10935,MTS,10935,Market St & 32nd St,32.71179677,-117.1256168,10935,0,,1,F-W/B,
Point (6292491.64192704856395721 1883485.23137347400188446),572,MTS_10936,MTS,10936,Clairemont Mesa Bl & Ruffin Rd,32.83160222,-117.1262909,10936,0,,1,N-W/B,
Point (6292751.64304746687412262 1858700.23435564339160919),573,MTS_10937,MTS,10937,Adams Av & 32nd St,32.76349122,-117.1247676,10937,0,,1,N-W/B,
Point (6293394.64405804872512817 1838088.2368658035993576),574,MTS_10938,MTS,10938,Imperial Av & 33rd St,32.70685778,-117.1221153,10938,0,,1,N-W/B,
Point (6293392.64274972677230835 1858680.23472373187541962),575,MTS_10939,MTS,10939,Adams Av & 33rd St,32.76345102,-117.1226821,10939,0,,1,N-W/B,
Point (6293624.64195764064788818 1875064.23246747255325317),576,MTS_10941,MTS,10941,Aero Dr & West Canyon Av,32.80848477,-117.1223733,10941,0,,1,M-Street-W/B,
Point (6293626.64326596260070801 1855756.23466622829437256),577,MTS_10942,MTS,10942,El Cajon Bl & 33rd St,32.75542033,-117.1218414,10942,0,,1,N-W/B,
Point (6293968.64323814213275909 1853567.23510722815990448),578,MTS_10943,MTS,10943,University Av & Wabash Av,32.74941212,-117.1206696,10943,0,,1,N-W/B,
Point (6294401.6443406343460083 1834169.23748597502708435),579,MTS_10946,MTS,10946,National Av & 35th St,32.69611025,-117.1187357,10946,0,,1,N-W/B,
Point (6294443.64294430613517761 1858665.23442564904689789),580,MTS_10947,MTS,10947,Adams Av & Hawley Bl,32.76343392,-117.119263,10947,0,,1,N-W/B,
Point (6295065.64399687945842743 1834161.2371739000082016),581,MTS_10948,MTS,10948,National Av & 36th St,32.69610345,-117.1165773,10948,0,,1,N-W/B,
Point (6295063.64400088787078857 1836067.23729889094829559),582,MTS_10949,MTS,10949,Ocean View Bl & 36th St,32.70134169,-117.1166353,10949,0,,0,N-W/B,
Point (6295053.64402088522911072 1837387.23695547878742218),583,MTS_10950,MTS,10950,Imperial Av & 36th St,32.70496923,-117.1167035,10950,0,,1,N-W/B,
Point (6295178.64377088844776154 1839824.23667465150356293),584,MTS_10951,MTS,10951,Market St & 36th St,32.71166973,-117.116363,10951,0,,1,M-Street-W/B,
Point (6295753.64393322169780731 1837358.23701347410678864),585,MTS_10953,MTS,10953,Imperial Av & 37th St,32.7049055,-117.1144273,10953,0,,2,M-Street-W/B,
Point (6296374.64367547631263733 1836065.23730289936065674),586,MTS_10956,MTS,10956,Ocean View Bl & 38th St,32.70136606,-117.1123739,10956,0,,0,N-W/B,
Point (6296206.64269913733005524 1855714.23507830500602722),587,MTS_10960,MTS,10960,El Cajon Bl & 37th St,32.7553639,-117.1134489,10960,0,,1,N-W/B,
Point (6297031.64367380738258362 1836065.23763097822666168),588,MTS_10962,MTS,10962,Ocean View Bl & 39th St,32.70138098,-117.1102384,10962,0,,0,N-W/B,
Point (6297265.64353388547897339 1839791.23706872761249542),589,MTS_10963,MTS,10963,Market St & Quail St,32.71162651,-117.1095776,10963,0,,1,N-E/B,
Point (6297729.64424630999565125 1826716.2382843941450119),590,MTS_10966,MTS,10966,W 8th St & Roosevelt Av,32.6757028,-117.1077196,10966,0,,1,N-W/B,
Point (6297706.64396421611309052 1834160.23750397562980652),591,MTS_10967,MTS,10967,National Av & 40th St,32.69616073,-117.1079933,10967,0,,1,N-W/B,
Point (6297871.64199380576610565 1867751.23364205658435822),592,MTS_10968,MTS,10968,Rancho Mission Rd & Friars Rd,32.78848319,-117.1083559,10968,0,,1,M-Street-N/B,
Point (6299172.64267264306545258 1853638.23529331386089325),593,MTS_10970,MTS,10970,University Av & Van Dyke Av,32.74972552,-117.1037468,10970,0,,1,F-W/B,
Point (6298165.64239005744457245 1858601.23488172888755798),594,MTS_10973,MTS,10973,Adams Av & Kensington Dr,32.76334272,-117.1071546,10973,0,,1,N-W/B,
Point (6298370.64362047612667084 1834167.23781806230545044),595,MTS_10975,MTS,10975,National Av & 41st St,32.69619496,-117.1058354,10975,0,,1,N-W/B,
Point (6298393.64357447624206543 1839776.23709872364997864),596,MTS_10977,MTS,10977,Market St & Morrison St,32.71161078,-117.1059103,10977,0,,1,F-W/B,
Point (6298625.64278239011764526 1853652.23526531457901001),597,MTS_10978,MTS,10978,University Av & Marlborough Av,32.74975167,-117.1055262,10978,0,,1,N-W/B,
Point (6298664.64303247630596161 1848258.23588272929191589),599,MTS_10980,MTS,10980,Poplar St & Snowdrop St,32.73492812,-117.1052555,10980,0,,1,N-W/B,
Point (6299034.64294864237308502 1848631.23612098395824432),600,MTS_10981,MTS,10981,Poplar St & Marlborough Av,32.73596158,-117.1040623,10981,0,,2,N-W/B,
Point (6299814.64335714280605316 1835761.23758281767368317),601,MTS_10982,MTS,10982,Ocean View Bl & Marketplace Av,32.70060827,-117.1011842,10982,0,,1,F-W/B,ecc
Point (6299489.64335097372531891 1839759.237132728099823),602,MTS_10983,MTS,10983,Market St & Denby St,32.71158874,-117.1023469,10983,0,,1,M-Street-W/B,
Point (6299817.64236688613891602 1855657.23519231379032135),603,MTS_10986,MTS,10986,El Cajon Bl & 43rd St,32.75528888,-117.1017028,10986,0,,1,N-W/B,faielc
Point (6299839.64363521337509155 1834428.23762413859367371),604,MTS_10987,MTS,10987,Logan Av & Dominion St,32.69694532,-117.1010676,10987,0,,1,N-W/B,
Point (6300173.64263913035392761 1853628.23564139008522034),605,MTS_10989,MTS,10989,University Av & Fairmount Av,32.74972052,-117.1004911,10989,0,,2,N-W/B,unifai
Point (6300383.64090681076049805 1880338.2320900559425354),606,MTS_10990,MTS,10990,Tierrasanta Bl & Espledente Bl,32.82313288,-117.1005167,10990,0,,1,N-W/B,
Point (6300805.64235939085483551 1853617.23566339910030365),607,MTS_10992,MTS,10992,University Av & Highland Av,32.74970444,-117.0984354,10992,0,,1,N-W/B,
Point (6300866.64322163164615631 1837079.2372433990240097),608,MTS_10993,MTS,10993,Imperial Av & 45th St,32.7042541,-117.0977996,10993,0,,1,N-W/B,
Point (6301423.6424357146024704 1853607.23535531759262085),609,MTS_10994,MTS,10994,University Av & Chamoune Av,32.74969076,-117.0964252,10994,0,,1,N-W/B,
Point (6302255.64306829869747162 1837079.2372433990240097),610,MTS_10997,MTS,10997,Imperial Av & 47th St,32.70428506,-117.0932846,10997,0,,1,N-W/B,imp47
Point (6302293.64266422390937805 1839713.23722472786903381),611,MTS_10998,MTS,10998,Market St & 47th St,32.71152498,-117.0932303,10998,0,,1,N-W/B,
Point (6302407.64210814237594604 1853586.23539730906486511),612,MTS_10999,MTS,10999,University Av & 47th St,32.74965496,-117.0932244,10999,0,,1,N-W/B,
Point (6302994.64323072135448456 1834394.23769214749336243),613,MTS_11000,MTS,11000,Logan Av & Jarrett Ct,32.69692223,-117.090812,11000,0,,1,M-Street-W/B,
Point (6303416.64205864071846008 1853575.23574739694595337),614,MTS_11005,MTS,11005,University Av & Estrella Av,32.74964711,-117.0899426,11005,0,,1,N-W/B,
Point (6304305.64290530979633331 1837042.2376454770565033),615,MTS_11007,MTS,11007,Imperial Av & 50th St,32.70422876,-117.0866199,11007,0,,1,N-W/B,
Point (6304621.64391371607780457 1815061.24026897549629211),616,MTS_11008,MTS,11008,E St & 4th Av,32.64382497,-117.0850205,11008,0,,1,N-W/B,
Point (6304737.6417132169008255 1861071.23453488945960999),617,MTS_11009,MTS,11009,Montezuma Rd & Collwood Bl,32.77027772,-117.0858418,11009,0,,1,N-W/B,
Point (6304787.64161321520805359 1856268.23528264462947845),618,MTS_11010,MTS,11010,El Cajon Bl & Altadena Av,32.75707862,-117.085554,11010,0,,1,N-W/B,
Point (6304889.64304964244365692 1834558.23802031576633453),619,MTS_11011,MTS,11011,Olvera Av & Euclid Av,32.6974148,-117.0846569,11011,0,,1,N-W/B,
Point (6305089.64264963567256927 1839780.23741881549358368),620,MTS_11012,MTS,11012,Roswell St & 51st St,32.71177093,-117.0841427,11012,0,,2,N-W/B,
Point (6305460.64190763235092163 1856380.23538672924041748),621,MTS_11013,MTS,11013,El Cajon Bl & 52nd St,32.75740124,-117.0833679,11013,0,,1,N-W/B,
Point (6305448.64193163812160492 1853387.23546722531318665),622,MTS_11014,MTS,11014,University Av & 52nd St,32.74917524,-117.0833291,11014,0,,1,N-W/B,
Point (6305560.64269188046455383 1837616.23780980706214905),623,MTS_11015,MTS,11015,Imperial Av & San Jacinto Dr,32.70583391,-117.0825553,11015,0,,1,N-W/B,
Point (6305697.64110554754734039 1869317.23379088938236237),624,MTS_11016,MTS,11016,Zion Av & 51st St,32.79296151,-117.0829332,11016,0,,1,N-W/B,
Point (6306046.64171989262104034 1853393.23578330874443054),625,MTS_11017,MTS,11017,University Av & Shiloh Rd,32.74920485,-117.0813845,11017,0,,1,M-Street-W/B,
Point (6306191.64241413772106171 1840606.23707914352416992),626,MTS_11019,MTS,11019,Roswell St & Hilltop Dr,32.71406522,-117.0805816,11019,0,,2,N-W/B,
Point (6306402.64199213683605194 1844981.23685930669307709),627,MTS_11020,MTS,11020,Grape St & Champion St,32.72609375,-117.0800089,11020,0,,2,M-Street-W/B,
Point (6306972.64183638989925385 1853175.23556314408779144),628,MTS_11021,MTS,11021,University Av & 54th St,32.74862597,-117.0783673,11021,0,,1,M-Street-W/B,univ54
Point (6306795.64251847565174103 1838112.2374739795923233),629,MTS_11022,MTS,11022,Imperial Av & 54th St,32.70722411,-117.0785536,11022,0,,1,N-W/B,
Point (6306800.64218038320541382 1840859.23722931742668152),630,MTS_11023,MTS,11023,Roswell St & Hanover St,32.71477386,-117.0786083,11023,0,,2,N-W/B,
Point (6307143.64280672371387482 1835108.23823264241218567),631,MTS_11024,MTS,11024,Olvera Av & San Onofre Ter,32.69897575,-117.0773449,11024,0,,1,N-W/B,
Point (6307201.64170646667480469 1856653.23516881465911865),632,MTS_11025,MTS,11025,El Cajon Bl & Dayton St,32.75818964,-117.0777123,11025,0,,1,F-W/B,
Point (6307347.64174255728721619 1851044.2362162321805954),633,MTS_11026,MTS,11026,Streamview Dr & 55th St,32.74277747,-117.0770927,11026,0,,0,N-W/B,
Point (6307811.64212688803672791 1841283.23736555874347687),634,MTS_11027,MTS,11027,Roswell St & 56th St,32.71596119,-117.0753325,11027,0,,1,N-W/B,
Point (6308775.64216738939285278 1839149.23769655823707581),635,MTS_11029,MTS,11029,Market St & Radio Dr,32.7101172,-117.0721438,11029,0,,2,N-W/B,
Point (6309335.64104738831520081 1861243.23517514765262604),637,MTS_11031,MTS,11031,Montezuma Rd & College Av,32.77085083,-117.0708888,11031,0,,1,F-W/B,
Point (6309137.64209955930709839 1839142.23771056532859802),638,MTS_11032,MTS,11032,Market St & Merlin Dr,32.7101058,-117.0709668,11032,0,,2,N-W/B,
Point (6309475.6414235532283783 1857260.23526714742183685),639,MTS_11033,MTS,11033,El Cajon Bl & 59th St,32.75990727,-117.0703315,11033,0,,1,N-W/B,
Point (6310199.64063172042369843 1869882.23430131375789642),640,MTS_11037,MTS,11037,Waring Rd & Galewood St,32.79461229,-117.0682988,11037,0,,1,N-N/B,
Point (6311435.64078438282012939 1861110.23511305451393127),642,MTS_11039,MTS,11039,Montezuma Rd & 63rd St,32.77053055,-117.0640541,11039,0,,0,N-W/B,
Point (6311335.64131246507167816 1854756.23601005971431732),643,MTS_11040,MTS,11040,University Av & College Av,32.75306553,-117.064218,11040,0,,1,N-W/B,unicol
Point (6311457.64008422195911407 1870616.2341456413269043),644,MTS_11041,MTS,11041,Navajo Rd & Margerum Av,32.79665664,-117.064224,11041,0,,1,N-W/B,
Point (6311765.6417648047208786 1839130.23773455619812012),645,MTS_11042,MTS,11042,Imperial Av & 63rd St,32.71012939,-117.0624234,11042,0,,1,M-Street-W/B,
Point (6312444.64073488116264343 1859154.23541614413261414),646,MTS_11044,MTS,11044,El Cajon Bl & Art St,32.76517643,-117.0607223,11044,0,,1,N-W/B,
Point (6313166.64158746600151062 1839321.23768064379692078),647,MTS_11047,MTS,11047,Imperial Av & 65th St,32.71068424,-117.0578739,11047,0,,1,N-W/B,
Point (6313551.64048938453197479 1859883.23559856414794922),648,MTS_11049,MTS,11049,El Cajon Bl & Rolando Bl,32.76720356,-117.0571398,11049,0,,1,N-W/B,
Point (6313807.64030547440052032 1860570.23520880937576294),649,MTS_11050,MTS,11050,Montezuma Rd & Reservoir Dr,32.76909711,-117.0563243,11050,0,,1,N-W/B,
Point (6313891.6417778879404068 1835931.23822705447673798),650,MTS_11051,MTS,11051,Skyline Dr & Leghorn Av,32.70138283,-117.0554319,11051,0,,1,N-W/B,woosky
Point (6314298.64063580334186554 1855625.23591247200965881),651,MTS_11052,MTS,11052,University Av & Aragon Dr,32.75551704,-117.054603,11052,0,,1,N-W/B,
Point (6314918.64038005471229553 1860429.23549081385135651),652,MTS_11053,MTS,11053,El Cajon Bl & 67th St,32.76873316,-117.0527067,11053,0,,1,N-W/B,
Point (6315216.64142447710037231 1839603.23810090124607086),653,MTS_11054,MTS,11054,Imperial Av & 68th St,32.71150275,-117.0512167,11054,0,,0,M-Street-W/B,
Point (6315997.64150288701057434 1839816.2380029708147049),654,MTS_11056,MTS,11056,Lisbon St & Imperial Av,32.71210461,-117.0486831,11056,0,,1,N-W/B,
Point (6315927.64098672568798065 1842836.23754039406776428),655,MTS_11058,MTS,11058,Madera St & Primera St,32.72040309,-117.0489859,11058,0,,2,F-W/B,
Point (6317491.6391710489988327 1872712.23421873152256012),656,MTS_11061,MTS,11061,Jackson Dr & Hyde Park Dr,32.80254508,-117.0446413,11061,0,,1,N-N/B,
Point (6317647.64082755148410797 1844863.23742339015007019),657,MTS_11062,MTS,11062,Madera St & Shirley Ln,32.72601005,-117.043444,11062,0,,2,N-W/B,
Point (6317823.64145980775356293 1836690.23834948241710663),658,MTS_11063,MTS,11063,Skyline Dr & Sychar Rd,32.70355163,-117.0426697,11063,0,,1,N-W/B,
Point (6319417.63991221785545349 1860457.23576289415359497),659,MTS_11065,MTS,11065,El Cajon Bl & Keeney St,32.76890444,-117.0380723,11065,0,,1,N-W/B,
Point (6319698.64099062979221344 1836430.23854139447212219),660,MTS_11067,MTS,11067,Skyline Dr & Siena St,32.70287609,-117.0365686,11067,0,,1,N-W/B,
Point (6319719.63996438682079315 1856492.23614697158336639),661,MTS_11068,MTS,11068,University Av & Lowell St,32.75801356,-117.0369925,11068,0,,1,N-W/B,
Point (6320119.64080479741096497 1838546.23824639618396759),662,MTS_11069,MTS,11069,San Vicente St & Meadowbrook Dr,32.70870028,-117.0352519,11069,0,,1,N-W/B,
Point (6320263.64117297530174255 1836219.23863531649112701),663,MTS_11070,MTS,11070,Skyline Dr & Deerock Pl,32.70230789,-117.0347268,11070,0,,1,N-W/B,
Point (6320720.64091514050960541 1838880.23856264352798462),664,MTS_11071,MTS,11071,San Vicente St & San Vicente Ct,32.70963065,-117.0333063,11071,0,,1,N-W/B,
Point (6320525.63933663070201874 1871000.23436188697814941),665,MTS_11072,MTS,11072,Jackson Dr & Lake Shore Dr,32.79790309,-117.0347261,11072,0,,2,N-W/B,
Point (6320961.63977697491645813 1857457.2361854761838913),666,MTS_11074,MTS,11074,University Av & Parks Av,32.7606914,-117.0329764,11074,0,,1,N-W/B,
Point (6321185.64064130187034607 1839337.23830480873584747),667,MTS_11076,MTS,11076,San Vicente St & Rytko St,32.71089623,-117.0318059,11076,0,,2,N-W/B,
Point (6320682.63967880606651306 1860260.63576239347457886),668,MTS_11079,MTS,11079,El Cajon Bl & Parks Av,32.76839032,-117.0339525,11079,0,,0,N-W/B,
Point (6322062.63954347372055054 1860144.23573273420333862),669,MTS_11080,MTS,11080,La Mesa Bl & El Cajon Bl,32.76809885,-117.0294605,11080,0,,1,N-W/B,
Point (6322774.64041605591773987 1839711.23821297287940979),670,MTS_11081,MTS,11081,San Vicente St & Sawtelle Av,32.71195674,-117.0266493,11081,0,,2,N-W/B,
Point (6323825.64028255641460419 1842159.23823823034763336),671,MTS_11083,MTS,11083,Jamacha Rd & Osage Dr,32.71870613,-117.0232917,11083,0,,2,F-W/B,
Point (6324983.6386227160692215 1869444.2348492294549942),672,MTS_11085,MTS,11085,Jackson Dr & Boulder Lake Av,32.79371804,-117.0201821,11085,0,,2,N-W/B,
Point (6327261.63898797333240509 1860466.23607297241687775),673,MTS_11089,MTS,11089,La Mesa Bl & Rosehedge Dr,32.76908948,-117.0125561,11089,0,,1,F-W/B,
Point (6246024.64693471789360046 1886746.2284604012966156),674,MTS_11106,MTS,11106,Pearl St & Cuvier St,32.83939841,-117.2776563,11106,0,,1,F-W/B,
