wkt_geom,OBJECTID,stop_UID,stop_agenc,stop_id,stop_name,stop_lat,stop_lon,stop_code,location_t,parent_sta,wheelchair,intersecti,stop_place
Point (6299172.64267264306545258 1853638.23529331386089325),593,MTS_10970,MTS,10970.0,University Av & Van Dyke Av,32.74972552,-117.10374683,10970.0,0,,1,F-W/B,
Point (6298165.64239005744457245 1858601.23488172888755798),594,MTS_10973,MTS,10973.0,Adams Av & Kensington Dr,32.76334272,-117.10715455,10973.0,0,,1,N-W/B,
Point (6298370.64362047612667084 1834167.23781806230545044),595,MTS_10975,MTS,10975.0,National Av & 41st St,32.69619496,-117.10583535,10975.0,0,,1,N-W/B,
Point (6298393.64357447624206543 1839776.23709872364997864),596,MTS_10977,MTS,10977.0,Market St & Morrison St,32.71161078,-117.10591025,10977.0,0,,1,F-W/B,
Point (6298625.64278239011764526 1853652.23526531457901001),597,MTS_10978,MTS,10978.0,University Av & Marlborough Av,32.74975167,-117.10552619,10978.0,0,,1,N-W/B,
Point (6298664.64303247630596161 1848258.23588272929191589),599,MTS_10980,MTS,10980.0,Poplar St & Snowdrop St,32.73492812,-117.10525545,10980.0,0,,1,N-W/B,
Point (6299034.64294864237308502 1848631.23612098395824432),600,MTS_10981,MTS,10981.0,Poplar St & Marlborough Av,32.73596158,-117.10406226,10981.0,0,,2,N-W/B,
Point (6299814.64335714280605316 1835761.23758281767368317),601,MTS_10982,MTS,10982.0,Ocean View Bl & Marketplace Av,32.70060827,-117.10118424,10982.0,0,,1,F-W/B,ecc
Point (6299489.64335097372531891 1839759.237132728099823),602,MTS_10983,MTS,10983.0,Market St & Denby St,32.71158874,-117.10234687,10983.0,0,,1,M-Street-W/B,
Point (6299817.64236688613891602 1855657.23519231379032135),603,MTS_10986,MTS,10986.0,El Cajon Bl & 43rd St,32.75528888,-117.10170277,10986.0,0,,1,N-W/B,faielc
Point (6299839.64363521337509155 1834428.23762413859367371),604,MTS_10987,MTS,10987.0,Logan Av & Dominion St,32.69694532,-117.10106761,10987.0,0,,1,N-W/B,
Point (6300173.64263913035392761 1853628.23564139008522034),605,MTS_10989,MTS,10989.0,University Av & Fairmount Av,32.74972052,-117.10049106,10989.0,0,,2,N-W/B,unifai
Point (6300805.64235939085483551 1853617.23566339910030365),607,MTS_10992,MTS,10992.0,University Av & Highland Av,32.74970444,-117.09843535,10992.0,0,,1,N-W/B,
Point (6300866.64322163164615631 1837079.2372433990240097),608,MTS_10993,MTS,10993.0,Imperial Av & 45th St,32.7042541,-117.09779961,10993.0,0,,1,N-W/B,
Point (6301423.6424357146024704 1853607.23535531759262085),609,MTS_10994,MTS,10994.0,University Av & Chamoune Av,32.74969076,-117.09642519,10994.0,0,,1,N-W/B,
Point (6302255.64306829869747162 1837079.2372433990240097),610,MTS_10997,MTS,10997.0,Imperial Av & 47th St,32.70428506,-117.09328456,10997.0,0,,1,N-W/B,imp47
Point (6302293.64266422390937805 1839713.23722472786903381),611,MTS_10998,MTS,10998.0,Market St & 47th St,32.71152498,-117.09323028,10998.0,0,,1,N-W/B,
Point (6302407.64210814237594604 1853586.23539730906486511),612,MTS_10999,MTS,10999.0,University Av & 47th St,32.74965496,-117.09322442,10999.0,0,,1,N-W/B,
Point (6302994.64323072135448456 1834394.23769214749336243),613,MTS_11000,MTS,11000.0,Logan Av & Jarrett Ct,32.69692223,-117.090812,11000.0,0,,1,M-Street-W/B,
Point (6303416.64205864071846008 1853575.23574739694595337),614,MTS_11005,MTS,11005.0,University Av & Estrella Av,32.74964711,-117.08994261,11005.0,0,,1,N-W/B,
Point (6304305.64290530979633331 1837042.2376454770565033),615,MTS_11007,MTS,11007.0,Imperial Av & 50th St,32.70422876,-117.0866199,11007.0,0,,1,N-W/B,
Point (6304737.6417132169008255 1861071.23453488945960999),617,MTS_11009,MTS,11009.0,Montezuma Rd & Collwood Bl,32.77027772,-117.08584182,11009.0,0,,1,N-W/B,
Point (6304787.64161321520805359 1856268.23528264462947845),618,MTS_11010,MTS,11010.0,El Cajon Bl & Altadena Av,32.75707862,-117.08555396,11010.0,0,,1,N-W/B,
Point (6304889.64304964244365692 1834558.23802031576633453),619,MTS_11011,MTS,11011.0,Olvera Av & Euclid Av,32.6974148,-117.08465693,11011.0,0,,1,N-W/B,
Point (6305089.64264963567256927 1839780.23741881549358368),620,MTS_11012,MTS,11012.0,Roswell St & 51st St,32.71177093,-117.08414265,11012.0,0,,2,N-W/B,
Point (6305460.64190763235092163 1856380.23538672924041748),621,MTS_11013,MTS,11013.0,El Cajon Bl & 52nd St,32.75740124,-117.08336792,11013.0,0,,1,N-W/B,
Point (6305448.64193163812160492 1853387.23546722531318665),622,MTS_11014,MTS,11014.0,University Av & 52nd St,32.74917524,-117.08332914,11014.0,0,,1,N-W/B,
Point (6305560.64269188046455383 1837616.23780980706214905),623,MTS_11015,MTS,11015.0,Imperial Av & San Jacinto Dr,32.70583391,-117.08255533,11015.0,0,,1,N-W/B,
Point (6306046.64171989262104034 1853393.23578330874443054),625,MTS_11017,MTS,11017.0,University Av & Shiloh Rd,32.74920485,-117.08138446,11017.0,0,,1,M-Street-W/B,
Point (6306191.64241413772106171 1840606.23707914352416992),626,MTS_11019,MTS,11019.0,Roswell St & Hilltop Dr,32.71406522,-117.0805816,11019.0,0,,2,N-W/B,
Point (6306402.64199213683605194 1844981.23685930669307709),627,MTS_11020,MTS,11020.0,Grape St & Champion St,32.72609375,-117.08000887,11020.0,0,,2,M-Street-W/B,
Point (6306972.64183638989925385 1853175.23556314408779144),628,MTS_11021,MTS,11021.0,University Av & 54th St,32.74862597,-117.07836725,11021.0,0,,1,M-Street-W/B,univ54
Point (6306795.64251847565174103 1838112.2374739795923233),629,MTS_11022,MTS,11022.0,Imperial Av & 54th St,32.70722411,-117.0785536,11022.0,0,,1,N-W/B,
Point (6306800.64218038320541382 1840859.23722931742668152),630,MTS_11023,MTS,11023.0,Roswell St & Hanover St,32.71477386,-117.07860831,11023.0,0,,2,N-W/B,
Point (6307143.64280672371387482 1835108.23823264241218567),631,MTS_11024,MTS,11024.0,Olvera Av & San Onofre Ter,32.69897575,-117.07734487,11024.0,0,,1,N-W/B,
Point (6307201.64170646667480469 1856653.23516881465911865),632,MTS_11025,MTS,11025.0,El Cajon Bl & Dayton St,32.75818964,-117.07771229,11025.0,0,,1,F-W/B,
Point (6307347.64174255728721619 1851044.2362162321805954),633,MTS_11026,MTS,11026.0,Streamview Dr & 55th St,32.74277747,-117.07709269,11026.0,0,,0,N-W/B,
Point (6307811.64212688803672791 1841283.23736555874347687),634,MTS_11027,MTS,11027.0,Roswell St & 56th St,32.71596119,-117.07533249,11027.0,0,,1,N-W/B,
Point (6308775.64216738939285278 1839149.23769655823707581),635,MTS_11029,MTS,11029.0,Market St & Radio Dr,32.7101172,-117.07214381,11029.0,0,,2,N-W/B,
Point (6309335.64104738831520081 1861243.23517514765262604),637,MTS_11031,MTS,11031.0,Montezuma Rd & College Av,32.77085083,-117.07088884,11031.0,0,,1,F-W/B,
Point (6309137.64209955930709839 1839142.23771056532859802),638,MTS_11032,MTS,11032.0,Market St & Merlin Dr,32.7101058,-117.07096684,11032.0,0,,2,N-W/B,
Point (6309475.6414235532283783 1857260.23526714742183685),639,MTS_11033,MTS,11033.0,El Cajon Bl & 59th St,32.75990727,-117.07033147,11033.0,0,,1,N-W/B,
Point (6311435.64078438282012939 1861110.23511305451393127),642,MTS_11039,MTS,11039.0,Montezuma Rd & 63rd St,32.77053055,-117.06405407,11039.0,0,,0,N-W/B,
Point (6311335.64131246507167816 1854756.23601005971431732),643,MTS_11040,MTS,11040.0,University Av & College Av,32.75306553,-117.06421796,11040.0,0,,1,N-W/B,unicol
Point (6311765.6417648047208786 1839130.23773455619812012),645,MTS_11042,MTS,11042.0,Imperial Av & 63rd St,32.71012939,-117.06242343,11042.0,0,,1,M-Street-W/B,
Point (6312444.64073488116264343 1859154.23541614413261414),646,MTS_11044,MTS,11044.0,El Cajon Bl & Art St,32.76517643,-117.06072229,11044.0,0,,1,N-W/B,
Point (6313166.64158746600151062 1839321.23768064379692078),647,MTS_11047,MTS,11047.0,Imperial Av & 65th St,32.71068424,-117.05787387,11047.0,0,,1,N-W/B,
Point (6313551.64048938453197479 1859883.23559856414794922),648,MTS_11049,MTS,11049.0,El Cajon Bl & Rolando Bl,32.76720356,-117.05713976,11049.0,0,,1,N-W/B,
Point (6313807.64030547440052032 1860570.23520880937576294),649,MTS_11050,MTS,11050.0,Montezuma Rd & Reservoir Dr,32.76909711,-117.0563243,11050.0,0,,1,N-W/B,
Point (6313891.6417778879404068 1835931.23822705447673798),650,MTS_11051,MTS,11051.0,Skyline Dr & Leghorn Av,32.70138283,-117.05543189,11051.0,0,,1,N-W/B,woosky
Point (6314298.64063580334186554 1855625.23591247200965881),651,MTS_11052,MTS,11052.0,University Av & Aragon Dr,32.75551704,-117.05460295,11052.0,0,,1,N-W/B,
Point (6314918.64038005471229553 1860429.23549081385135651),652,MTS_11053,MTS,11053.0,El Cajon Bl & 67th St,32.76873316,-117.0527067,11053.0,0,,1,N-W/B,
Point (6315216.64142447710037231 1839603.23810090124607086),653,MTS_11054,MTS,11054.0,Imperial Av & 68th St,32.71150275,-117.05121672,11054.0,0,,0,M-Street-W/B,
Point (6315997.64150288701057434 1839816.2380029708147049),654,MTS_11056,MTS,11056.0,Lisbon St & Imperial Av,32.71210461,-117.04868311,11056.0,0,,1,N-W/B,
Point (6315927.64098672568798065 1842836.23754039406776428),655,MTS_11058,MTS,11058.0,Madera St & Primera St,32.72040309,-117.0489859,11058.0,0,,2,F-W/B,
Point (6317647.64082755148410797 1844863.23742339015007019),657,MTS_11062,MTS,11062.0,Madera St & Shirley Ln,32.72601005,-117.04344401,11062.0,0,,2,N-W/B,
Point (6317823.64145980775356293 1836690.23834948241710663),658,MTS_11063,MTS,11063.0,Skyline Dr & Sychar Rd,32.70355163,-117.04266974,11063.0,0,,1,N-W/B,
Point (6319417.63991221785545349 1860457.23576289415359497),659,MTS_11065,MTS,11065.0,El Cajon Bl & Keeney St,32.76890444,-117.03807228,11065.0,0,,1,N-W/B,
Point (6319698.64099062979221344 1836430.23854139447212219),660,MTS_11067,MTS,11067.0,Skyline Dr & Siena St,32.70287609,-117.03656856,11067.0,0,,1,N-W/B,
Point (6319719.63996438682079315 1856492.23614697158336639),661,MTS_11068,MTS,11068.0,University Av & Lowell St,32.75801356,-117.03699252,11068.0,0,,1,N-W/B,
Point (6320119.64080479741096497 1838546.23824639618396759),662,MTS_11069,MTS,11069.0,San Vicente St & Meadowbrook Dr,32.70870028,-117.03525188,11069.0,0,,1,N-W/B,
Point (6320263.64117297530174255 1836219.23863531649112701),663,MTS_11070,MTS,11070.0,Skyline Dr & Deerock Pl,32.70230789,-117.03472684,11070.0,0,,1,N-W/B,
Point (6320720.64091514050960541 1838880.23856264352798462),664,MTS_11071,MTS,11071.0,San Vicente St & San Vicente Ct,32.70963065,-117.03330633,11071.0,0,,1,N-W/B,
Point (6320961.63977697491645813 1857457.2361854761838913),666,MTS_11074,MTS,11074.0,University Av & Parks Av,32.7606914,-117.0329764,11074.0,0,,1,N-W/B,
Point (6321185.64064130187034607 1839337.23830480873584747),667,MTS_11076,MTS,11076.0,San Vicente St & Rytko St,32.71089623,-117.03180586,11076.0,0,,2,N-W/B,
Point (6320682.63967880606651306 1860260.63576239347457886),668,MTS_11079,MTS,11079.0,El Cajon Bl & Parks Av,32.76839032,-117.03395245,11079.0,0,,0,N-W/B,
Point (6322062.63954347372055054 1860144.23573273420333862),669,MTS_11080,MTS,11080.0,La Mesa Bl & El Cajon Bl,32.76809885,-117.02946054,11080.0,0,,1,N-W/B,
Point (6322774.64041605591773987 1839711.23821297287940979),670,MTS_11081,MTS,11081.0,San Vicente St & Sawtelle Av,32.71195674,-117.02664933,11081.0,0,,2,N-W/B,
Point (6323825.64028255641460419 1842159.23823823034763336),671,MTS_11083,MTS,11083.0,Jamacha Rd & Osage Dr,32.71870613,-117.02329168,11083.0,0,,2,F-W/B,
Point (6327261.63898797333240509 1860466.23607297241687775),673,MTS_11089,MTS,11089.0,La Mesa Bl & Rosehedge Dr,32.76908948,-117.0125561,11089.0,0,,1,F-W/B,
Point (6276393.64525172114372253 1854608.23400947451591492),738,MTS_11213,MTS,11213.0,Lewis St & Palmetto Wy,32.75185651,-117.17785752,11213.0,0,,0,F-W/B,lewste
Point (6277483.64504021406173706 1854610.23400548100471497),741,MTS_11217,MTS,11217.0,Lewis St & Jackdaw St,32.75188861,-117.17431256,11217.0,0,,0,F-W/B,
Point (6278305.64503663778305054 1853899.23411513864994049),742,MTS_11221,MTS,11221.0,Washington St & Goldfinch St,32.74995457,-117.17161872,11221.0,0,,1,F-W/B,
Point (6279075.64480896294116974 1858151.23381322622299194),745,MTS_11225,MTS,11225.0,Fashion Valley Rd & Hotel Circle N,32.76165904,-117.16923641,11225.0,0,,1,F-N/B,
Point (6280962.64464388787746429 1853901.23411114513874054),749,MTS_11236,MTS,11236.0,Washington St & 3rd Av,32.75002431,-117.16297756,11236.0,0,,1,F-W/B,
Point (6281301.64462205767631531 1853274.23438090085983276),751,MTS_11240,MTS,11240.0,University Av & 4th Av,32.74830927,-117.16185721,11240.0,0,,1,F-W/B,
Point (6281512.64452813565731049 1853903.23443523049354553),754,MTS_11243,MTS,11243.0,Washington St & 5th Av,32.75004303,-117.16118888,11243.0,0,,1,F-W/B,
Point (6281884.64444030821323395 1853321.23461498320102692),756,MTS_11245,MTS,11245.0,University Av & 6th Av,32.74845244,-117.15996252,11245.0,0,,1,F-W/B,uni5th
Point (6283784.64424921572208405 1853367.2345229834318161),763,MTS_11254,MTS,11254.0,University Av & Vermont St,32.74862428,-117.15378465,11254.0,0,,1,F-W/B,
Point (6284154.64514963328838348 1839913.23616856336593628),765,MTS_11256,MTS,11256.0,Market St & 14th St,32.71165737,-117.15220272,11256.0,0,,1,F-W/B,
Point (6284887.64532405138015747 1837983.23641964793205261),767,MTS_11258,MTS,11258.0,Imperial Av & 16th St,32.70637054,-117.14976572,11258.0,0,,1,F-W/B,imp16
Point (6285986.64509455859661102 1836709.23667106032371521),770,MTS_11262,MTS,11262.0,Logan Av & Beardsley St,32.70289521,-117.14615766,11262.0,0,,1,F-W/B,
Point (6286035.64499655365943909 1839894.23620656132698059),771,MTS_11263,MTS,11263.0,Market St & 20th St,32.71164973,-117.14608737,11263.0,0,,1,F-W/B,
Point (6286612.64482679963111877 1839889.23654463887214661),772,MTS_11264,MTS,11264.0,Market St & 22nd St,32.7116496,-117.14421149,11264.0,0,,1,F-W/B,
Point (6286827.64406871795654297 1858412.23394739627838135),774,MTS_11266,MTS,11266.0,Adams Av & Florida St,32.76256161,-117.1440289,11266.0,0,,1,F-W/B,
Point (6287141.6437688022851944 1855819.23454022407531738),776,MTS_11270,MTS,11270.0,El Cajon Bl & Alabama St,32.75544263,-117.14293531,11270.0,0,,1,F-W/B,
Point (6287983.64372521638870239 1858543.23401348292827606),777,MTS_11271,MTS,11271.0,Adams Av & Panorama Dr (E),32.76294882,-117.14027239,11271.0,0,,0,F-W/B,
Point (6287669.64468130469322205 1839902.2361905574798584),780,MTS_11275,MTS,11275.0,Market St & 25th St,32.7117102,-117.14077572,11275.0,0,,1,F-W/B,
Point (6288041.64492155611515045 1834998.23681223392486572),782,MTS_11277,MTS,11277.0,Logan Av & Sampson St,32.69824122,-117.13943041,11277.0,0,,1,F-W/B,
Point (6288314.64503172039985657 1833282.23696339130401611),784,MTS_11279,MTS,11279.0,Main St & 26th St,32.69353152,-117.13849554,11279.0,0,,1,F-N/B,
Point (6288406.64451964199542999 1841804.23599547147750854),785,MTS_11280,MTS,11280.0,C St & 26th St,32.71695476,-117.13843254,11280.0,0,,1,F-W/B,
Point (6289099.64510214328765869 1834183.23680181801319122),787,MTS_11284,MTS,11284.0,National Av & 27th St,32.69602611,-117.13596904,11284.0,0,,1,F-W/B,
Point (6289733.64416222274303436 1841803.23632556200027466),790,MTS_11288,MTS,11288.0,C St & 28th St,32.71698302,-117.13411839,11288.0,0,,1,F-W/B,
Point (6290249.64345830678939819 1855806.23456622660160065),792,MTS_11290,MTS,11290.0,El Cajon Bl & Utah St,32.75547964,-117.13282632,11290.0,0,,1,F-W/B,
Point (6290232.64316421747207642 1858534.23435956239700317),793,MTS_11291,MTS,11291.0,Adams Av & Utah St,32.76297665,-117.13295675,11291.0,0,,1,F-W/B,
Point (6290956.64335663616657257 1855805.23456822335720062),797,MTS_11296,MTS,11296.0,El Cajon Bl & 30th St,32.75549333,-117.1305268,11296.0,0,,1,F-W/B,elc30
Point (6290962.64301654696464539 1858530.23436756432056427),798,MTS_11297,MTS,11297.0,Adams Av & 30th St,32.76298262,-117.13058214,11297.0,0,,1,F-W/B,30ada
Point (6290937.64339463412761688 1853284.23501706123352051),799,MTS_11298,MTS,11298.0,University Av & 30th St,32.74856439,-117.13051935,11298.0,0,,1,F-W/B,uni30t
Point (6291053.64447496831417084 1834166.23749198019504547),800,MTS_11299,MTS,11299.0,National Av & 30th St,32.69602485,-117.12961755,11299.0,0,,1,F-W/B,
Point (6291112.64402888715267181 1843391.23610231280326843),801,MTS_11300,MTS,11300.0,Beech St & Fern St,32.72137939,-117.12967876,11300.0,0,,1,F-W/B,
Point (6291695.64351905882358551 1853284.23501706123352051),802,MTS_11301,MTS,11301.0,University Av & Illinois St,32.74858196,-117.12805418,11301.0,0,,1,F-W/B,
Point (6291727.64345505833625793 1855800.23457822203636169),804,MTS_11303,MTS,11303.0,El Cajon Bl & Illinois St,32.75549745,-117.12801902,11303.0,0,,1,F-W/B,
Point (6291706.64415322244167328 1839895.2368607223033905),805,MTS_11304,MTS,11304.0,Market St & 31st St,32.71178505,-117.12765187,11304.0,0,,1,F-W/B,
Point (6292259.64468763768672943 1832981.23756539821624756),807,MTS_11308,MTS,11308.0,Main St & 32nd St,32.69279601,-117.12566538,11308.0,0,,1,F-W/B,main32
Point (6292259.64435955882072449 1834167.23716188967227936),808,MTS_11309,MTS,11309.0,National Av & 32nd St,32.6960555,-117.12569776,11309.0,0,,1,F-W/B,nat32
Point (6292346.64418555796146393 1836068.23696881532669067),809,MTS_11310,MTS,11310.0,Ocean View Bl & 32nd St,32.70128205,-117.12546687,11310.0,0,,0,F-W/B,
Point (6292300.64427755773067474 1837976.23676173388957977),810,MTS_11311,MTS,11311.0,Imperial Av & 32nd St,32.70652477,-117.12566848,11311.0,0,,1,F-W/B,imp32
Point (6292851.64350363612174988 1853274.2353651374578476),811,MTS_11315,MTS,11315.0,University Av & Bancroft St,32.74858117,-117.12429436,11315.0,0,,1,F-W/B,
Point (6292977.64423589408397675 1834168.23748797178268433),812,MTS_11316,MTS,11316.0,National Av & 33rd St,32.6960748,-117.12336409,11316.0,0,,1,F-W/B,
Point (6293187.6441439688205719 1839926.23647063970565796),813,MTS_11317,MTS,11317.0,Market St & 33rd St,32.71190442,-117.12283821,11317.0,0,,0,N-W/B,
Point (6293138.64424197375774384 1836072.23696081340312958),814,MTS_11319,MTS,11319.0,Ocean View Bl & 33rd St,32.70131129,-117.12289261,11319.0,0,,0,F-W/B,
Point (6294142.64420247077941895 1837819.23674763739109039),817,MTS_11323,MTS,11323.0,Imperial Av & Francis St,32.70613565,-117.11967651,11323.0,0,,2,N-W/B,
Point (6294277.64426055550575256 1836084.23726490139961243),818,MTS_11324,MTS,11324.0,Ocean View Bl & 35th St,32.70137042,-117.11919066,11324.0,0,,0,F-W/B,
Point (6294966.64255447685718536 1858655.23477372527122498),819,MTS_11327,MTS,11327.0,Adams Av & 35th St,32.76341841,-117.11756156,11327.0,0,,1,F-W/B,
Point (6294889.64303655922412872 1855736.23503431677818298),820,MTS_11329,MTS,11329.0,El Cajon Bl & 35th St,32.75539432,-117.117733,11329.0,0,,1,N-W/B,
Point (6295439.64324888586997986 1853707.23515531420707703),821,MTS_11331,MTS,11331.0,University Av & 36th St,32.74983055,-117.11588935,11331.0,0,,1,F-W/B,
Point (6295387.64269672334194183 1855728.23472222685813904),822,MTS_11333,MTS,11333.0,El Cajon Bl & 36th St,32.75538371,-117.11611306,11333.0,0,,1,F-W/B,
Point (6294701.642756387591362 1855741.23502431809902191),823,MTS_11334,MTS,11334.0,El Cajon Bl & 35th St,32.75540376,-117.1183446,11334.0,0,,0,F-W/B,
Point (6295938.64257897436618805 1858641.23447364568710327),824,MTS_11335,MTS,11335.0,Adams Av & Cherokee Av,32.76340212,-117.11439951,11335.0,0,,1,F-W/B,
Point (6296197.64304521679878235 1853684.23520131409168243),825,MTS_11336,MTS,11336.0,University Av & 37th St,32.74978461,-117.11342352,11336.0,0,,1,F-W/B,
Point (6296261.64422954618930817 1834160.23750397562980652),826,MTS_11337,MTS,11337.0,National Av & 38th St,32.69612796,-117.11268999,11337.0,0,,1,F-W/B,
Point (6296348.64372746646404266 1839795.23706072568893433),827,MTS_11338,MTS,11338.0,Market St & Gateway Center Wy,32.71161669,-117.11255874,11338.0,0,,1,F-W/B,
Point (6296920.64258347451686859 1858626.23483172059059143),829,MTS_11342,MTS,11342.0,Adams Av & 39th St,32.76338323,-117.1112049,11342.0,0,,1,F-W/B,ada39W
Point (6296857.64270946383476257 1855703.23510031402111053),830,MTS_11344,MTS,11344.0,El Cajon Bl & 38th St,32.75534847,-117.11133128,11344.0,0,,1,N-W/B,
Point (6297581.64355805516242981 1836065.23730289936065674),832,MTS_11346,MTS,11346.0,Ocean View Bl & 40th St,32.70139344,-117.10845061,11346.0,0,,0,F-W/B,
Point (6298318.64306829869747162 1847912.2359185665845871),834,MTS_11350,MTS,11350.0,Poplar St & Tuberose St,32.7339694,-117.1063713,11350.0,0,,1,F-W/B,
Point (6298380.64228813350200653 1855677.23515230417251587),835,MTS_11351,MTS,11351.0,El Cajon Bl & Marlborough Av,32.75531149,-117.10637709,11351.0,0,,1,F-W/B,
Point (6298829.64335863292217255 1835769.23756681382656097),836,MTS_11353,MTS,11353.0,Ocean View Bl & San Miguel Av,32.70060811,-117.10438614,11353.0,0,,0,F-W/B,
Point (6298994.64237247407436371 1858585.23491372168064117),837,MTS_11354,MTS,11354.0,Adams Av & Biona Dr,32.76331745,-117.10445759,11354.0,0,,1,F-W/B,adabio
Point (6299046.64226846396923065 1855667.23517231643199921),838,MTS_11355,MTS,11355.0,El Cajon Bl & Copeland Av,32.75529902,-117.10421068,11355.0,0,,1,F-W/B,
Point (6299587.64381113648414612 1827309.23841072618961334),840,MTS_11358,MTS,11358.0,8th St & E Av,32.67737441,-117.10169767,11358.0,0,,1,N-W/B,
Point (6299472.64272880554199219 1849065.23590914905071259),841,MTS_11361,MTS,11361.0,Poplar St & Columbine St,32.7371642,-117.10264953,11361.0,0,,1,F-W/B,
Point (6300482.64234921336174011 1855625.23492822051048279),842,MTS_11364,MTS,11364.0,El Cajon Bl & Highland Av,32.75521584,-117.09953904,11364.0,0,,1,F-W/B,
Point (6300652.64332155883312225 1835744.23761680722236633),843,MTS_11365,MTS,11365.0,Ocean View Bl & 45th St,32.70058032,-117.09845992,11365.0,0,,0,F-W/B,
Point (6299622.64341305196285248 1837102.2371973991394043),844,MTS_11367,MTS,11367.0,Imperial Av & Greenwood Cemetery,32.70428945,-117.10184394,11367.0,0,,1,F-W/B,
Point (6300929.64309564232826233 1839737.23717673122882843),845,MTS_11368,MTS,11368.0,Market St & 45th St,32.71156054,-117.09766507,11368.0,0,,0,N-W/B,
Point (6301175.64227555692195892 1855711.23508431017398834),846,MTS_11369,MTS,11369.0,El Cajon Bl & Chamoune Av,32.75546769,-117.09728736,11369.0,0,,1,F-W/B,
Point (6301363.64353996515274048 1834407.23766614496707916),847,MTS_11370,MTS,11370.0,Logan Av & 46th St,32.69692169,-117.09611359,11370.0,0,,1,F-W/B,
Point (6301953.6433442234992981 1834401.23767814040184021),848,MTS_11371,MTS,11371.0,Logan Av & 47th St,32.69691835,-117.09419575,11371.0,0,,1,F-W/B,47log
Point (6303307.64293280243873596 1837067.23759548366069794),849,MTS_11375,MTS,11375.0,Imperial Av & 49th St,32.70427542,-117.08986464,11375.0,0,,1,F-W/B,
Point (6304004.64186689257621765 1856147.23552463948726654),851,MTS_11377,MTS,11377.0,El Cajon Bl & Winona Av,32.7567288,-117.08809752,11377.0,0,,1,F-W/B,
Point (6304078.6420469731092453 1853564.23576939105987549),853,MTS_11380,MTS,11380.0,University Av & Winona Av,32.74963152,-117.08778933,11380.0,0,,1,N-W/B,
Point (6304274.64296729862689972 1834378.23805223405361176),854,MTS_11382,MTS,11382.0,Logan Av & Euclid Av,32.69690655,-117.08665118,11382.0,0,,1,F-W/B,logeuc
Point (6305474.64253580570220947 1843354.23716056346893311),855,MTS_11384,MTS,11384.0,Federal Bl & Pentecost Wy,32.72160189,-117.0829839,11384.0,0,,0,F-W/B,
Point (6305832.64280405640602112 1834757.237950399518013),857,MTS_11386,MTS,11386.0,Olvera Av & Gwen St,32.69798242,-117.08159703,11386.0,0,,1,F-W/B,
Point (6306482.64150404930114746 1856542.23539081215858459),859,MTS_11389,MTS,11389.0,El Cajon Bl & 54th St,32.75786887,-117.08004801,11389.0,0,,1,F-W/B,elc54
Point (6306602.64126405119895935 1861442.23477713763713837),860,MTS_11390,MTS,11390.0,Montezuma Rd & 54th St,32.77133829,-117.07978455,11390.0,0,,1,F-W/B,
Point (6306280.64256422221660614 1834966.23818856477737427),861,MTS_11391,MTS,11391.0,Olvera Av & Santa Isabel Dr,32.69856663,-117.08014628,11391.0,0,,1,M-Street-W/B,
Point (6307242.64228063821792603 1845519.23676756024360657),862,MTS_11393,MTS,11393.0,Grape St & 55th St,32.72759069,-117.07729159,11393.0,0,,0,F-W/B,
Point (6307571.64129455387592316 1861263.23480705916881561),863,MTS_11395,MTS,11395.0,Montezuma Rd & 55th St,32.77086749,-117.07662772,11395.0,0,,1,F-W/B,
Point (6307807.64246296882629395 1835276.23822472989559174),865,MTS_11397,MTS,11397.0,Olvera Av & Las Flores Ter,32.69945193,-117.07519094,11397.0,0,,1,F-W/B,
Point (6308039.64134280383586884 1852934.2357170581817627),866,MTS_11398,MTS,11398.0,University Av & Chollas Pkwy,32.74798687,-117.07489093,11398.0,0,,1,M-Street-W/B,
Point (6308013.64139480888843536 1856775.23525288701057434),867,MTS_11399,MTS,11399.0,El Cajon Bl & 56th St,32.75854263,-117.07507434,11399.0,0,,1,F-W/B,
Point (6308632.64146913588047028 1853260.23604930937290192),869,MTS_11403,MTS,11403.0,University Av & 58th St,32.74889571,-117.07297075,11403.0,0,,1,F-W/B,
Point (6308936.64151729643344879 1851244.23647239804267883),870,MTS_11405,MTS,11405.0,Streamview Dr & Michael St,32.74336167,-117.07193039,11405.0,0,,2,F-W/B,
Point (6308995.64139930903911591 1856989.23548105359077454),871,MTS_11406,MTS,11406.0,El Cajon Bl & Alice St,32.75915208,-117.07188579,11406.0,0,,1,F-W/B,
Point (6308991.64239154756069183 1838798.23741431534290314),872,MTS_11407,MTS,11407.0,Imperial Av & Merlin Dr,32.70915722,-117.07143265,11407.0,0,,0,F-W/B,
Point (6309243.64254371821880341 1836030.23802906274795532),873,MTS_11408,MTS,11408.0,Skyline Dr & Radio Dr,32.70155531,-117.07054264,11408.0,0,,1,N-W/B,
Point (6309986.64204196631908417 1838886.23789447546005249),875,MTS_11410,MTS,11410.0,Imperial Av & 60th St,32.70942057,-117.06820038,11410.0,0,,1,F-W/B,
Point (6310024.64196597039699554 1836021.23804706335067749),876,MTS_11411,MTS,11411.0,Skyline Dr & Ozzie Way,32.70154744,-117.06800378,11411.0,0,,1,F-W/B,
Point (6310314.64105789363384247 1857729.2356414794921875),877,MTS_11412,MTS,11412.0,El Cajon Bl & College Av,32.76121435,-117.06761447,11412.0,0,,1,F-W/B,elcco1
